epoch,training_acc,training_loss,L2
1,29.82,855.83,851.0
2,40.81,822.08,901.0
3,44.71,799.24,942.0
4,46.43,780.64,979.0
5,51.68,764.41,1015.0
6,54.46,752.79,1049.0
7,56.26,742.11,1079.0
8,58.08,734.21,1110.0
9,57.79,726.36,1139.0
10,58.36,719.84,1170.0
11,61.6,711.96,1200.0
12,62.2,706.05,1232.0
13,63.55,700.09,1262.0
14,63.51,693.9,1293.0
15,62.84,688.25,1324.0
16,65.57,682.43,1355.0
17,65.66,676.68,1386.0
18,66.63,673.71,1416.0
19,67.29,666.59,1444.0
20,66.24,661.5,1473.0
21,67.74,657.57,1502.0
22,68.34,653.11,1530.0
23,67.66,648.8,1557.0
24,68.53,644.26,1584.0
25,68.76,641.31,1609.0
26,68.71,638.17,1635.0
27,68.35,635.7,1659.0
28,69.7,633.63,1683.0
29,69.79,630.92,1707.0
30,69.6,628.95,1729.0
31,69.93,626.94,1751.0
32,69.93,625.01,1774.0
33,69.83,622.92,1795.0
34,70.11,622.44,1817.0
35,70.08,622.13,1841.0
36,70.44,620.44,1863.0
37,70.21,619.72,1885.0
38,70.76,616.81,1904.0
39,69.64,616.65,1924.0
40,69.47,615.75,1944.0
41,70.51,615.4,1965.0
42,70.13,613.99,1985.0
43,70.5,614.01,2006.0
44,70.91,613.03,2026.0
45,70.82,612.5,2047.0
46,70.75,611.41,2066.0
47,70.24,610.97,2085.0
48,70.48,609.94,2103.0
49,71.14,609.75,2124.0
50,70.42,609.34,2144.0
51,71.57,608.15,2162.0
52,71.0,607.57,2179.0
53,70.98,607.53,2197.0
54,70.12,607.12,2218.0
55,70.31,607.02,2238.0
56,71.1,606.3,2257.0
57,70.68,606.01,2277.0
58,71.6,605.4,2295.0
59,70.09,604.88,2314.0
60,71.44,604.1,2330.0
61,70.83,603.65,2347.0
62,71.91,604.19,2367.0
63,71.05,603.42,2385.0
64,70.98,603.79,2408.0
65,71.02,602.75,2424.0
66,71.4,602.14,2441.0
67,71.08,602.22,2459.0
68,71.16,602.38,2479.0
69,71.13,602.45,2500.0
70,71.24,601.99,2519.0
71,71.54,600.49,2534.0
72,71.58,600.66,2550.0
73,71.49,600.72,2569.0
74,70.91,600.72,2587.0
75,71.15,600.13,2604.0
76,72.04,599.79,2620.0
77,71.16,600.22,2640.0
78,71.83,599.37,2656.0
79,70.74,599.84,2674.0
80,70.2,599.61,2693.0
81,71.55,599.61,2713.0
82,71.53,599.19,2732.0
83,71.56,598.99,2749.0
84,71.49,598.35,2764.0
85,71.33,599.53,2787.0
86,71.01,598.17,2802.0
87,71.56,598.41,2821.0
88,70.99,597.4,2836.0
89,72.22,597.77,2853.0
90,71.63,597.26,2868.0
91,71.43,598.03,2889.0
92,71.29,597.37,2904.0
93,70.59,597.51,2922.0
94,70.82,597.21,2938.0
95,71.06,597.43,2957.0
96,70.7,596.55,2974.0
97,71.37,597.11,2993.0
98,71.57,596.77,3012.0
99,71.56,596.51,3028.0
