epoch,training_acc,training_loss,L2
1,33.26,850.11,848.0
2,41.8,814.09,888.0
3,44.49,793.86,919.0
4,44.56,779.2,954.0
5,50.63,767.07,987.0
6,53.51,755.07,1018.0
7,53.09,745.95,1048.0
8,56.14,736.57,1077.0
9,57.72,727.7,1106.0
10,59.14,720.07,1137.0
11,59.3,713.35,1167.0
12,61.8,704.36,1195.0
13,63.84,698.2,1224.0
14,63.61,692.97,1255.0
15,64.5,686.82,1285.0
16,64.55,681.19,1314.0
17,65.13,675.09,1343.0
18,65.38,669.97,1372.0
19,66.86,664.54,1400.0
20,66.86,659.13,1428.0
21,67.07,654.77,1455.0
22,67.82,651.12,1483.0
23,67.36,645.98,1507.0
24,68.16,643.57,1533.0
25,68.49,639.15,1556.0
26,68.82,636.99,1581.0
27,68.76,633.79,1604.0
28,68.82,631.74,1626.0
29,69.12,630.5,1651.0
30,69.21,627.55,1672.0
31,69.53,626.45,1694.0
32,69.17,625.02,1716.0
33,69.78,623.28,1737.0
34,69.68,621.63,1756.0
35,69.19,621.53,1779.0
36,69.77,620.58,1800.0
37,69.85,618.57,1820.0
38,69.54,617.53,1840.0
39,69.67,616.16,1859.0
40,69.95,616.46,1880.0
41,69.46,614.39,1900.0
42,69.76,614.05,1921.0
43,69.41,612.39,1939.0
44,70.59,612.11,1959.0
45,70.28,612.12,1980.0
46,69.83,610.09,1996.0
47,70.15,609.73,2015.0
48,70.36,609.96,2035.0
49,69.66,608.81,2054.0
50,70.08,608.17,2072.0
51,70.32,608.19,2091.0
52,70.02,607.33,2109.0
53,69.69,606.85,2127.0
54,70.21,606.56,2144.0
55,70.55,606.04,2163.0
56,69.53,606.37,2183.0
57,70.15,605.33,2202.0
58,70.18,604.42,2218.0
59,70.16,605.47,2238.0
60,69.63,604.55,2257.0
61,69.82,605.16,2277.0
62,70.28,604.17,2296.0
63,70.35,602.99,2312.0
64,70.17,603.17,2330.0
65,69.93,602.59,2347.0
66,70.34,602.16,2363.0
67,70.42,602.01,2380.0
68,70.82,602.45,2399.0
69,69.7,602.47,2418.0
70,70.84,602.16,2437.0
71,70.85,600.92,2453.0
72,70.69,601.32,2471.0
73,70.25,600.89,2488.0
74,70.64,600.6,2504.0
75,70.58,600.44,2521.0
76,69.76,599.78,2536.0
77,70.61,599.63,2551.0
78,69.88,599.84,2569.0
79,70.69,600.33,2591.0
80,70.74,599.41,2607.0
81,71.15,599.11,2625.0
82,71.01,599.31,2642.0
83,71.38,599.91,2661.0
84,70.24,598.7,2677.0
85,70.84,598.85,2694.0
86,70.46,598.06,2709.0
87,70.94,598.41,2727.0
88,71.16,597.49,2740.0
89,71.26,598.26,2760.0
90,71.11,597.88,2777.0
91,70.73,597.84,2795.0
92,70.17,597.43,2811.0
93,70.35,597.45,2827.0
94,70.69,597.36,2843.0
95,70.91,597.34,2862.0
96,70.0,597.54,2880.0
97,70.32,597.79,2900.0
98,70.85,597.3,2916.0
99,71.26,596.88,2932.0
