0 time 0 epoch acc is 63.19
0 time 1 epoch acc is 72.55
0 time 2 epoch acc is 76.4
0 time 3 epoch acc is 79.33
0 time 4 epoch acc is 81.47
0 time 5 epoch acc is 82.16
0 time 6 epoch acc is 82.72
0 time 7 epoch acc is 83.91
0 time 8 epoch acc is 84.04
0 time 9 epoch acc is 84.1
0 time 10 epoch acc is 83.82
0 time 11 epoch acc is 83.53
0 time 12 epoch acc is 86.94
0 time 13 epoch acc is 86.9
0 time 14 epoch acc is 86.84
0 time 15 epoch acc is 87.02
0 time 16 epoch acc is 86.93
0 time 17 epoch acc is 86.95
0 time 18 epoch acc is 87.05
0 time 19 epoch acc is 86.83
0 time 20 epoch acc is 86.15
0 time 21 epoch acc is 86.31
0 time 22 epoch acc is 86.05
0 time 23 epoch acc is 86.58
0 time 24 epoch acc is 86.68
0 time 25 epoch acc is 86.7
0 time 26 epoch acc is 86.75
0 time 27 epoch acc is 86.8
0 time 28 epoch acc is 86.87
0 time 29 epoch acc is 86.86
0 time 30 epoch acc is 86.94
0 time 31 epoch acc is 86.91
0 time 32 epoch acc is 86.9
0 time 33 epoch acc is 86.86
0 time 34 epoch acc is 86.82
0 time 35 epoch acc is 86.9
0 time 36 epoch acc is 86.9
0 time 37 epoch acc is 86.93
0 time 38 epoch acc is 86.93
0 time 39 epoch acc is 86.9
0 time 40 epoch acc is 86.9
0 time 41 epoch acc is 86.94
0 time 42 epoch acc is 86.86
0 time 43 epoch acc is 86.83
0 time 44 epoch acc is 86.88
0 time 45 epoch acc is 86.86
0 time 46 epoch acc is 86.88
0 time 47 epoch acc is 86.88
0 time 48 epoch acc is 86.87
0 time 49 epoch acc is 86.88
0 time 50 epoch acc is 86.88
0 time 51 epoch acc is 86.86
0 time 52 epoch acc is 86.9
0 time 53 epoch acc is 86.92
0 time 54 epoch acc is 86.94
0 time 55 epoch acc is 86.91
0 time 56 epoch acc is 86.92
0 time 57 epoch acc is 86.91
0 time 58 epoch acc is 86.91
0 time 59 epoch acc is 86.91
0 time 60 epoch acc is 86.92
0 time 61 epoch acc is 86.92
0 time 62 epoch acc is 86.92
0 time 63 epoch acc is 86.92
0 time 64 epoch acc is 86.92
0 time 65 epoch acc is 86.91
0 time 66 epoch acc is 86.91
0 time 67 epoch acc is 86.92
0 time 68 epoch acc is 86.92
0 time 69 epoch acc is 86.9
0 time 70 epoch acc is 86.92
0 time 71 epoch acc is 86.92
