epoch,training_acc,training_loss,L2
1,34.87,853.2,851.0
2,38.59,815.31,896.0
3,45.76,792.62,932.0
4,48.2,778.77,965.0
5,51.07,767.35,999.0
6,52.25,758.02,1030.0
7,56.22,747.77,1062.0
8,54.99,737.76,1094.0
9,58.04,728.62,1126.0
10,58.47,722.03,1157.0
11,62.72,713.75,1188.0
12,61.7,706.97,1220.0
13,62.69,699.74,1251.0
14,64.53,693.37,1283.0
15,65.42,685.43,1314.0
16,65.19,680.03,1346.0
17,66.49,673.77,1376.0
18,67.47,668.89,1407.0
19,66.93,663.54,1438.0
20,68.34,658.3,1466.0
21,68.83,653.47,1495.0
22,69.02,649.5,1523.0
23,69.38,644.52,1550.0
24,69.1,640.97,1577.0
25,69.72,638.2,1603.0
26,70.1,634.29,1628.0
27,69.57,632.18,1653.0
28,69.51,629.42,1677.0
29,70.52,627.92,1702.0
30,69.81,625.39,1725.0
31,70.62,623.32,1748.0
32,70.04,622.34,1772.0
33,70.09,620.54,1794.0
34,70.13,618.68,1814.0
35,70.27,617.24,1835.0
36,70.24,616.3,1855.0
37,70.51,615.63,1877.0
38,70.06,615.22,1899.0
39,70.5,613.24,1919.0
40,69.68,613.43,1941.0
41,70.55,611.85,1961.0
42,70.5,610.86,1982.0
43,70.55,610.99,2005.0
44,69.97,609.76,2026.0
45,70.83,608.91,2046.0
46,70.49,607.14,2062.0
47,70.89,607.65,2081.0
48,71.34,607.06,2100.0
49,70.47,605.89,2119.0
50,70.56,605.82,2139.0
51,71.43,606.3,2160.0
52,70.93,604.57,2178.0
53,70.28,605.39,2201.0
54,70.89,603.98,2220.0
55,70.81,603.39,2238.0
56,70.53,603.29,2257.0
57,71.02,602.52,2273.0
58,70.75,602.99,2294.0
59,71.65,602.79,2315.0
60,71.51,601.8,2332.0
61,71.74,601.2,2350.0
62,70.98,601.07,2368.0
63,71.2,600.66,2387.0
64,71.2,600.65,2406.0
65,70.8,600.63,2425.0
66,70.94,600.17,2444.0
67,71.41,600.24,2465.0
68,71.7,599.29,2482.0
69,71.51,599.46,2499.0
70,71.31,599.56,2520.0
71,71.13,598.83,2537.0
72,71.78,598.47,2556.0
73,71.68,598.51,2574.0
74,71.85,598.81,2594.0
75,70.9,598.07,2611.0
76,71.57,598.08,2629.0
77,72.11,597.67,2647.0
78,72.08,597.79,2666.0
79,71.18,597.05,2681.0
80,71.89,596.51,2697.0
81,71.36,596.86,2714.0
82,71.82,597.69,2736.0
83,71.94,596.38,2752.0
84,71.36,596.2,2768.0
85,71.73,596.47,2787.0
86,71.74,595.97,2802.0
87,71.92,596.38,2822.0
88,71.7,596.5,2842.0
89,71.89,596.48,2862.0
90,70.06,595.75,2878.0
91,71.6,595.8,2897.0
92,72.23,595.49,2917.0
93,71.52,594.77,2930.0
94,71.92,594.53,2946.0
95,72.61,595.04,2965.0
96,72.03,595.13,2983.0
97,71.43,594.53,2999.0
98,72.48,594.2,3014.0
99,72.3,594.21,3031.0
