epoch,training_acc,training_loss,L2
1,4.19,1794.25,877.0
2,5.58,1788.52,921.0
3,6.32,1783.36,959.0
4,6.98,1781.63,991.0
5,7.31,1777.76,1016.0
6,8.44,1775.33,1044.0
7,8.51,1773.2,1072.0
8,8.72,1771.78,1099.0
9,9.38,1769.98,1124.0
10,9.31,1767.91,1145.0
11,9.94,1766.29,1171.0
12,10.64,1764.92,1195.0
13,10.74,1763.19,1217.0
14,10.93,1761.5,1242.0
15,11.13,1760.7,1265.0
16,10.66,1758.71,1288.0
17,11.88,1758.09,1311.0
18,11.41,1756.28,1335.0
19,11.64,1755.84,1356.0
20,11.75,1753.68,1378.0
21,12.03,1751.45,1401.0
22,12.25,1751.89,1427.0
23,11.92,1751.27,1451.0
24,12.73,1749.18,1473.0
25,11.69,1747.52,1495.0
26,12.63,1746.47,1518.0
27,12.92,1743.51,1540.0
28,13.19,1742.0,1564.0
29,13.49,1740.12,1587.0
30,13.89,1738.49,1610.0
31,13.73,1736.45,1635.0
32,14.13,1735.29,1659.0
33,14.19,1733.09,1681.0
34,14.47,1730.88,1704.0
35,14.58,1729.54,1726.0
36,14.51,1727.98,1750.0
37,14.18,1726.17,1773.0
38,14.97,1724.22,1795.0
39,15.15,1723.31,1817.0
40,15.29,1720.97,1840.0
41,15.19,1719.85,1862.0
42,15.28,1717.89,1882.0
43,15.38,1717.19,1903.0
44,15.7,1715.37,1923.0
45,15.56,1714.7,1945.0
46,15.38,1712.95,1965.0
47,15.08,1711.76,1986.0
48,15.54,1711.15,2007.0
49,15.63,1709.44,2028.0
50,15.68,1708.07,2047.0
51,15.82,1706.32,2067.0
52,15.47,1705.63,2088.0
53,16.18,1703.82,2106.0
54,16.2,1703.52,2128.0
55,16.08,1702.11,2149.0
56,16.14,1700.72,2169.0
57,16.74,1699.27,2187.0
58,16.51,1697.78,2204.0
59,16.78,1696.82,2222.0
60,16.91,1696.12,2241.0
61,16.27,1696.12,2262.0
62,16.79,1694.32,2279.0
63,16.28,1693.82,2296.0
64,16.77,1692.7,2314.0
65,16.67,1692.24,2333.0
66,16.84,1692.0,2354.0
67,16.65,1691.25,2373.0
68,16.71,1690.01,2392.0
69,16.83,1689.56,2411.0
70,17.05,1687.84,2426.0
71,17.36,1686.94,2444.0
72,17.23,1686.49,2463.0
73,17.25,1686.26,2482.0
74,17.59,1685.14,2502.0
75,17.39,1684.3,2520.0
76,17.36,1683.03,2535.0
77,17.48,1682.87,2550.0
78,17.59,1682.42,2567.0
79,17.26,1682.11,2586.0
80,17.21,1681.28,2603.0
81,17.44,1681.5,2623.0
82,17.24,1680.92,2641.0
83,17.54,1680.31,2657.0
84,17.46,1679.3,2673.0
85,17.6,1678.92,2690.0
86,17.66,1677.57,2703.0
87,17.32,1677.93,2722.0
88,17.49,1678.26,2740.0
89,17.2,1676.95,2756.0
90,17.43,1676.84,2773.0
91,17.54,1676.06,2789.0
92,17.43,1675.88,2807.0
93,17.05,1675.34,2824.0
94,17.34,1675.14,2840.0
95,17.92,1675.02,2858.0
96,17.31,1674.33,2872.0
97,17.46,1674.43,2886.0
98,17.71,1673.95,2902.0
99,17.73,1673.24,2918.0
