epoch,training_acc,training_loss,L2
1,36.47,844.68,853.0
2,42.05,807.11,886.0
3,44.87,790.84,914.0
4,47.63,778.93,940.0
5,50.47,770.67,965.0
6,51.95,761.53,990.0
7,52.96,753.18,1016.0
8,55.49,746.1,1042.0
9,57.3,738.19,1068.0
10,53.88,730.84,1094.0
11,60.38,722.87,1120.0
12,59.16,716.71,1147.0
13,60.97,710.05,1174.0
14,62.73,703.64,1200.0
15,63.22,697.4,1227.0
16,64.37,693.04,1254.0
17,64.97,688.46,1280.0
18,65.95,681.72,1305.0
19,67.05,677.7,1332.0
20,68.04,671.78,1356.0
21,68.53,668.56,1382.0
22,68.72,663.4,1407.0
23,69.19,658.38,1432.0
24,68.35,654.29,1457.0
25,68.97,650.48,1482.0
26,69.95,646.85,1506.0
27,69.52,641.96,1528.0
28,70.52,640.76,1552.0
29,70.49,636.45,1573.0
30,70.55,634.72,1595.0
31,70.98,631.91,1617.0
32,70.91,629.68,1639.0
33,71.0,626.37,1659.0
34,70.91,624.66,1679.0
35,71.18,622.02,1698.0
36,71.0,621.2,1717.0
37,70.82,620.25,1737.0
38,71.68,618.16,1755.0
39,71.32,616.77,1773.0
40,71.81,615.47,1790.0
41,71.81,614.96,1809.0
42,70.74,614.83,1829.0
43,71.54,613.54,1848.0
44,71.91,612.73,1866.0
45,71.89,612.01,1884.0
46,71.03,611.13,1902.0
47,72.16,611.18,1921.0
48,71.67,609.48,1936.0
49,72.03,608.81,1952.0
50,72.2,609.55,1972.0
51,72.3,607.98,1987.0
52,69.8,608.06,2004.0
53,72.29,607.73,2023.0
54,72.34,606.42,2040.0
55,72.57,605.93,2056.0
56,72.37,606.15,2075.0
57,72.77,604.49,2089.0
58,72.89,604.73,2106.0
59,72.28,604.4,2123.0
60,71.43,603.4,2137.0
61,72.91,602.92,2153.0
62,72.91,602.77,2170.0
63,72.43,602.69,2187.0
64,72.05,602.39,2204.0
65,73.18,602.35,2221.0
66,72.66,601.87,2237.0
67,72.44,601.39,2252.0
68,72.09,601.17,2270.0
69,72.86,600.71,2286.0
70,72.91,600.32,2302.0
71,73.59,599.7,2317.0
72,72.88,599.53,2334.0
73,73.37,599.04,2347.0
74,72.11,599.79,2366.0
75,72.99,599.25,2381.0
76,73.06,598.81,2396.0
77,72.95,598.33,2411.0
78,72.94,599.07,2428.0
79,72.99,599.06,2447.0
80,73.07,598.07,2462.0
81,73.24,598.23,2480.0
82,72.63,597.82,2495.0
83,73.17,597.61,2510.0
84,72.54,596.84,2524.0
85,72.91,597.08,2538.0
86,72.72,597.36,2555.0
87,72.84,597.3,2573.0
88,73.3,596.65,2587.0
89,73.3,596.3,2601.0
90,73.19,595.9,2615.0
91,73.55,596.69,2632.0
92,73.4,596.09,2647.0
93,73.73,596.23,2664.0
94,73.62,595.86,2679.0
95,73.06,596.14,2696.0
96,73.86,595.57,2711.0
97,72.05,595.72,2727.0
98,72.92,595.68,2742.0
99,73.5,595.03,2757.0
