epoch,training_acc,training_loss,L2
1,4.25,1794.31,875.0
2,5.88,1787.13,906.0
3,5.93,1783.88,932.0
4,6.83,1781.4,956.0
5,7.44,1778.22,979.0
6,7.63,1776.7,1005.0
7,8.24,1774.94,1028.0
8,8.14,1772.29,1056.0
9,8.93,1771.87,1080.0
10,9.23,1768.66,1103.0
11,9.61,1766.86,1125.0
12,10.02,1764.57,1147.0
13,11.15,1762.71,1172.0
14,11.37,1761.09,1196.0
15,10.42,1759.31,1222.0
16,11.5,1757.05,1247.0
17,12.14,1755.53,1271.0
18,12.24,1754.41,1295.0
19,12.6,1751.28,1320.0
20,12.87,1750.47,1344.0
21,12.99,1749.02,1368.0
22,13.57,1746.56,1392.0
23,13.1,1745.38,1414.0
24,12.93,1744.78,1438.0
25,12.96,1742.52,1461.0
26,14.06,1739.93,1481.0
27,14.07,1740.18,1505.0
28,14.22,1737.81,1527.0
29,14.51,1735.55,1547.0
30,13.7,1735.36,1570.0
31,14.67,1732.86,1591.0
32,14.34,1730.78,1611.0
33,14.63,1731.12,1631.0
34,14.84,1728.41,1652.0
35,14.84,1726.89,1672.0
36,14.89,1725.95,1694.0
37,14.57,1724.57,1713.0
38,14.68,1724.05,1733.0
39,14.92,1723.32,1752.0
40,15.04,1721.47,1771.0
41,15.45,1719.83,1789.0
42,15.61,1718.26,1806.0
43,15.15,1717.05,1826.0
44,15.38,1715.93,1844.0
45,15.65,1715.22,1863.0
46,15.15,1713.72,1883.0
47,15.64,1712.35,1901.0
48,15.7,1712.27,1919.0
49,15.62,1711.9,1940.0
50,15.91,1709.72,1958.0
51,16.0,1708.64,1975.0
52,15.69,1707.38,1991.0
53,15.08,1706.73,2010.0
54,16.16,1707.48,2031.0
55,15.99,1705.82,2049.0
56,16.17,1704.09,2065.0
57,16.0,1703.75,2083.0
58,15.96,1702.46,2102.0
59,16.82,1700.71,2117.0
60,16.18,1700.47,2134.0
61,16.28,1699.84,2151.0
62,16.45,1699.21,2168.0
63,16.31,1698.7,2187.0
64,16.63,1697.55,2203.0
65,16.78,1695.95,2218.0
66,16.78,1695.33,2237.0
67,16.83,1694.38,2254.0
68,16.46,1694.02,2271.0
69,16.45,1692.21,2287.0
70,16.39,1692.06,2305.0
71,16.27,1691.75,2322.0
72,16.88,1691.51,2341.0
73,16.87,1689.54,2359.0
74,17.12,1689.09,2375.0
75,16.68,1688.13,2392.0
76,16.61,1687.72,2407.0
77,16.68,1687.01,2423.0
78,17.13,1687.02,2442.0
79,16.79,1685.79,2458.0
80,16.88,1685.4,2474.0
81,16.88,1684.44,2490.0
82,16.66,1683.97,2504.0
83,16.52,1683.31,2520.0
84,17.32,1683.79,2536.0
85,17.11,1683.32,2553.0
86,16.76,1682.15,2569.0
87,16.78,1682.38,2586.0
88,17.28,1682.45,2603.0
89,17.26,1681.8,2620.0
90,17.61,1680.56,2635.0
91,17.16,1679.8,2650.0
92,17.26,1679.61,2664.0
93,17.18,1678.63,2678.0
94,17.43,1677.78,2692.0
95,16.99,1678.21,2709.0
96,17.15,1678.19,2725.0
97,17.54,1678.17,2742.0
98,17.33,1677.53,2760.0
99,17.13,1676.97,2776.0
