epoch,training_acc,training_loss,L2
1,27.39,850.05,854.0
2,39.93,808.54,892.0
3,45.7,791.44,925.0
4,49.38,777.11,958.0
5,50.86,764.9,991.0
6,53.35,753.16,1020.0
7,55.53,744.72,1051.0
8,56.31,735.07,1082.0
9,58.21,726.97,1111.0
10,60.2,719.98,1140.0
11,61.0,711.78,1168.0
12,60.96,704.91,1198.0
13,61.72,698.46,1227.0
14,63.94,693.61,1255.0
15,63.88,686.52,1284.0
16,64.28,680.82,1312.0
17,64.86,675.5,1341.0
18,65.76,670.57,1368.0
19,66.16,664.88,1396.0
20,67.25,660.33,1424.0
21,67.14,656.13,1450.0
22,67.7,650.98,1476.0
23,67.72,646.99,1502.0
24,67.84,643.64,1527.0
25,68.2,640.29,1551.0
26,68.39,637.22,1575.0
27,68.43,634.95,1599.0
28,68.58,632.72,1622.0
29,69.19,630.65,1644.0
30,68.98,628.92,1667.0
31,69.15,626.06,1687.0
32,69.44,623.86,1708.0
33,69.64,622.56,1728.0
34,69.4,621.69,1750.0
35,68.72,620.1,1770.0
36,68.8,618.87,1791.0
37,69.96,619.14,1814.0
38,68.54,617.14,1834.0
39,69.83,616.35,1855.0
40,70.3,615.57,1874.0
41,70.47,614.07,1893.0
42,70.34,613.21,1912.0
43,69.85,612.86,1931.0
44,70.66,611.95,1950.0
45,70.57,611.83,1970.0
46,69.96,610.92,1989.0
47,68.48,610.53,2008.0
48,70.26,609.59,2025.0
49,70.47,608.67,2043.0
50,70.42,609.24,2063.0
51,70.43,608.7,2082.0
52,70.0,608.1,2103.0
53,70.75,607.58,2122.0
54,70.33,607.62,2140.0
55,70.19,606.63,2159.0
56,70.7,606.46,2178.0
57,70.77,605.52,2196.0
58,71.22,605.14,2212.0
59,71.62,604.37,2227.0
60,71.55,604.64,2245.0
61,70.8,604.94,2265.0
62,71.1,604.15,2284.0
63,70.81,603.75,2301.0
64,71.09,603.72,2319.0
65,70.48,603.24,2337.0
66,71.3,602.77,2354.0
67,71.31,602.02,2371.0
68,70.78,602.78,2390.0
69,71.47,601.65,2404.0
70,71.56,601.49,2421.0
71,71.42,601.77,2440.0
72,71.03,600.8,2456.0
73,71.48,601.39,2474.0
74,71.21,600.44,2488.0
75,71.28,601.24,2509.0
76,70.49,600.51,2529.0
77,71.15,599.93,2545.0
78,71.15,600.04,2561.0
79,71.19,599.88,2578.0
80,71.45,598.72,2591.0
81,71.11,598.86,2608.0
82,71.5,598.71,2624.0
83,71.36,599.73,2646.0
84,71.27,598.41,2661.0
85,71.89,598.82,2679.0
86,71.83,598.36,2696.0
87,71.89,598.55,2716.0
88,71.54,598.04,2732.0
89,72.47,597.59,2748.0
90,72.19,597.96,2767.0
91,72.62,597.53,2784.0
92,72.24,597.48,2799.0
93,72.19,597.6,2817.0
94,70.59,596.74,2832.0
95,72.54,596.88,2850.0
96,71.55,596.48,2866.0
97,71.67,596.37,2882.0
98,71.94,595.89,2896.0
99,72.1,596.21,2911.0
