epoch,training_acc,training_loss,L2
1,34.07,851.61,848.0
2,41.13,816.45,886.0
3,44.57,796.62,918.0
4,46.86,782.24,950.0
5,49.67,771.25,983.0
6,52.53,759.0,1012.0
7,51.3,749.96,1042.0
8,56.16,741.21,1073.0
9,56.43,731.41,1103.0
10,59.43,723.43,1134.0
11,60.07,715.88,1165.0
12,61.49,708.0,1195.0
13,62.42,701.49,1227.0
14,62.61,694.5,1258.0
15,63.68,689.47,1291.0
16,65.21,682.58,1320.0
17,65.07,676.69,1351.0
18,65.52,671.76,1380.0
19,66.14,666.0,1409.0
20,66.83,661.18,1439.0
21,66.73,656.14,1468.0
22,67.86,651.56,1495.0
23,67.67,646.66,1522.0
24,68.03,643.66,1549.0
25,68.7,640.19,1574.0
26,68.77,637.73,1600.0
27,68.39,634.2,1623.0
28,68.49,631.66,1647.0
29,68.2,628.99,1669.0
30,68.91,628.14,1693.0
31,68.47,625.6,1714.0
32,68.95,624.24,1737.0
33,69.23,622.95,1760.0
34,69.28,621.27,1781.0
35,68.98,620.62,1804.0
36,69.11,618.73,1825.0
37,68.9,617.58,1846.0
38,69.51,615.99,1865.0
39,69.93,615.73,1886.0
40,69.46,615.83,1907.0
41,70.06,614.9,1929.0
42,69.46,613.42,1949.0
43,69.96,612.33,1968.0
44,69.86,612.32,1987.0
45,70.22,611.56,2007.0
46,69.88,610.85,2028.0
47,69.4,609.78,2046.0
48,70.24,609.63,2065.0
49,70.18,609.23,2084.0
50,70.6,609.94,2107.0
51,70.69,607.86,2125.0
52,69.92,608.25,2143.0
53,70.13,607.7,2162.0
54,70.12,607.38,2183.0
55,68.79,606.35,2200.0
56,70.57,606.35,2218.0
57,70.13,606.07,2238.0
58,69.84,605.91,2256.0
59,70.53,604.96,2272.0
60,70.19,604.75,2290.0
61,70.68,604.53,2309.0
62,70.79,603.89,2326.0
63,70.95,604.25,2345.0
64,70.84,603.57,2364.0
65,70.98,603.44,2383.0
66,70.16,602.99,2400.0
67,70.12,603.0,2419.0
68,70.89,602.64,2438.0
69,71.08,601.95,2456.0
70,71.22,602.07,2474.0
71,70.23,601.94,2492.0
72,69.17,602.0,2513.0
73,71.18,600.72,2528.0
74,70.69,601.23,2546.0
75,70.67,600.73,2564.0
76,71.6,600.65,2582.0
77,71.09,600.25,2598.0
78,70.9,600.26,2616.0
79,70.96,600.45,2634.0
80,70.88,600.36,2653.0
81,71.71,599.52,2671.0
82,70.76,599.44,2689.0
83,70.72,599.22,2706.0
84,71.08,598.83,2722.0
85,70.78,597.94,2735.0
86,70.89,599.03,2756.0
87,71.14,599.21,2776.0
88,71.59,598.03,2792.0
89,71.74,598.05,2810.0
90,70.98,597.68,2826.0
91,71.76,598.43,2845.0
92,71.64,597.55,2863.0
93,70.46,596.95,2878.0
94,71.49,597.43,2894.0
95,71.41,596.2,2905.0
96,71.29,597.42,2925.0
97,70.91,596.73,2942.0
98,71.45,596.59,2959.0
99,70.96,596.11,2975.0
