epoch,training_acc,training_loss,L2
1,3.06,1798.53,1711.0
2,3.64,1793.66,1741.0
3,4.29,1790.39,1758.0
4,4.89,1788.4,1771.0
5,5.9,1786.56,1786.0
6,6.61,1784.7,1799.0
7,6.87,1781.84,1814.0
8,7.48,1780.26,1827.0
9,7.07,1778.67,1839.0
10,7.97,1777.42,1851.0
11,8.05,1776.44,1862.0
12,8.75,1774.87,1875.0
13,8.61,1772.97,1887.0
14,8.99,1771.95,1897.0
15,8.99,1770.95,1908.0
16,8.62,1770.07,1917.0
17,9.0,1769.68,1927.0
18,9.55,1768.84,1936.0
19,9.14,1768.26,1946.0
20,9.5,1767.01,1955.0
21,9.4,1766.06,1965.0
22,9.87,1765.32,1974.0
23,9.97,1764.52,1983.0
24,9.81,1763.38,1992.0
25,10.07,1762.82,2001.0
26,10.2,1762.0,2010.0
27,10.27,1761.21,2019.0
28,10.36,1760.11,2028.0
29,10.46,1759.74,2038.0
30,10.41,1758.87,2047.0
31,10.21,1757.86,2056.0
32,10.4,1757.8,2066.0
33,10.6,1756.62,2076.0
34,10.73,1755.48,2086.0
35,10.88,1754.44,2097.0
36,11.07,1753.43,2107.0
37,11.03,1752.45,2118.0
38,11.22,1751.51,2129.0
39,11.1,1749.4,2141.0
40,11.34,1748.9,2152.0
41,11.52,1747.63,2162.0
42,11.69,1746.37,2173.0
43,11.6,1745.68,2184.0
44,11.87,1745.44,2194.0
45,11.68,1743.93,2204.0
46,11.71,1742.86,2215.0
47,11.89,1742.28,2224.0
48,12.08,1741.35,2235.0
49,11.8,1740.7,2244.0
50,11.85,1739.94,2253.0
51,11.85,1739.34,2263.0
52,11.86,1739.35,2273.0
53,12.1,1738.37,2282.0
54,12.14,1737.68,2292.0
55,12.45,1737.41,2303.0
56,12.6,1735.28,2313.0
57,13.06,1733.72,2323.0
58,13.08,1732.19,2333.0
59,12.9,1731.9,2344.0
60,12.74,1730.85,2354.0
61,13.21,1730.28,2364.0
62,12.87,1729.83,2375.0
63,12.83,1729.07,2384.0
64,12.95,1728.14,2394.0
65,13.07,1727.76,2405.0
66,13.08,1727.16,2415.0
67,12.52,1726.82,2425.0
68,13.08,1725.38,2436.0
69,13.19,1724.64,2446.0
70,13.06,1723.94,2457.0
71,13.04,1723.58,2469.0
72,13.07,1722.6,2480.0
73,13.08,1721.73,2491.0
74,13.5,1721.24,2502.0
75,13.49,1720.07,2513.0
76,13.24,1718.57,2524.0
77,13.14,1718.76,2535.0
78,13.13,1717.61,2546.0
79,13.43,1717.38,2558.0
80,13.71,1715.45,2568.0
81,13.38,1714.76,2579.0
82,13.36,1713.89,2589.0
83,13.36,1713.41,2600.0
84,13.36,1712.64,2611.0
85,13.66,1712.32,2622.0
86,13.66,1711.35,2633.0
87,14.01,1709.84,2643.0
88,13.4,1709.05,2653.0
89,13.16,1709.1,2664.0
90,13.77,1708.66,2674.0
91,13.55,1707.46,2684.0
92,13.64,1707.71,2695.0
93,13.48,1706.35,2705.0
94,13.68,1706.39,2714.0
95,13.58,1705.48,2724.0
96,13.93,1705.19,2734.0
97,13.92,1704.28,2744.0
98,13.81,1704.06,2754.0
99,13.94,1703.28,2764.0
