epoch,training_acc,training_loss,L2
1,4.13,1795.41,886.0
2,5.2,1787.49,928.0
3,6.03,1784.54,968.0
4,6.3,1782.73,1004.0
5,7.3,1779.03,1035.0
6,7.73,1775.99,1067.0
7,8.17,1774.25,1097.0
8,8.71,1771.7,1124.0
9,9.14,1769.16,1149.0
10,8.66,1768.78,1173.0
11,9.86,1766.7,1195.0
12,10.15,1764.62,1220.0
13,10.39,1763.08,1242.0
14,10.18,1762.77,1269.0
15,10.93,1760.92,1291.0
16,10.92,1759.63,1313.0
17,11.44,1757.73,1336.0
18,11.07,1756.69,1360.0
19,11.07,1756.06,1385.0
20,11.98,1754.25,1406.0
21,11.85,1753.13,1429.0
22,11.99,1751.44,1450.0
23,12.38,1749.44,1470.0
24,12.37,1748.84,1493.0
25,12.88,1746.68,1515.0
26,12.85,1745.35,1535.0
27,12.92,1744.25,1557.0
28,12.74,1743.57,1580.0
29,12.75,1742.58,1604.0
30,13.12,1741.03,1624.0
31,13.23,1739.13,1645.0
32,13.17,1738.55,1667.0
33,13.47,1736.51,1685.0
34,13.14,1736.92,1707.0
35,13.37,1734.48,1727.0
36,13.0,1734.3,1747.0
37,13.86,1733.41,1767.0
38,13.48,1732.06,1789.0
39,13.95,1730.62,1809.0
40,14.03,1729.29,1828.0
41,13.93,1728.08,1848.0
42,14.34,1727.04,1866.0
43,13.81,1726.49,1885.0
44,13.85,1725.81,1904.0
45,14.23,1724.7,1923.0
46,14.07,1723.46,1944.0
47,14.08,1721.76,1961.0
48,14.11,1720.71,1980.0
49,14.48,1720.45,1999.0
50,14.57,1719.45,2019.0
51,14.63,1717.72,2035.0
52,14.17,1717.59,2056.0
53,14.27,1716.54,2076.0
54,14.85,1714.99,2094.0
55,14.63,1714.86,2112.0
56,14.37,1713.24,2131.0
57,14.52,1712.69,2150.0
58,14.59,1710.85,2167.0
59,14.9,1710.2,2185.0
60,14.77,1709.85,2203.0
61,15.19,1708.26,2218.0
62,14.98,1707.2,2235.0
63,14.88,1706.77,2252.0
64,15.43,1706.66,2271.0
65,15.75,1705.62,2292.0
66,15.51,1704.65,2312.0
67,15.48,1702.56,2329.0
68,15.35,1701.88,2346.0
69,15.73,1700.23,2361.0
70,15.45,1700.51,2378.0
71,15.68,1700.44,2398.0
72,16.07,1699.14,2415.0
73,16.15,1697.23,2429.0
74,16.19,1697.08,2448.0
75,16.22,1695.75,2464.0
76,16.18,1696.47,2482.0
77,16.37,1695.46,2500.0
78,16.46,1694.66,2517.0
79,16.19,1694.18,2533.0
80,16.61,1693.31,2549.0
81,16.42,1692.59,2566.0
82,16.26,1691.94,2581.0
83,16.45,1690.77,2596.0
84,16.01,1691.35,2614.0
85,16.25,1691.82,2633.0
86,16.21,1690.42,2650.0
87,16.6,1691.14,2667.0
88,15.79,1689.2,2681.0
89,15.72,1689.88,2699.0
90,16.66,1688.41,2713.0
91,16.71,1688.12,2727.0
92,16.25,1688.44,2744.0
93,16.45,1687.65,2760.0
94,16.49,1687.92,2778.0
95,16.44,1687.08,2795.0
96,16.52,1687.12,2815.0
97,16.71,1686.2,2829.0
98,16.53,1685.44,2844.0
99,16.17,1685.95,2860.0
