epoch,training_acc,training_loss,L2
1,16.37,1553.93,18826.0
2,22.31,1293.37,18236.0
3,25.68,1148.88,17856.0
4,27.34,1024.88,17485.0
5,28.31,911.18,17124.0
6,29.05,793.33,16782.0
7,29.91,675.27,16464.0
8,29.06,550.97,16170.0
9,29.63,434.93,15896.0
10,28.73,327.73,15637.0
11,28.29,239.91,15385.0
12,27.9,175.54,15136.0
13,28.06,130.81,14885.0
14,28.5,115.38,14638.0
15,28.09,108.32,14395.0
16,27.98,97.29,14155.0
17,28.35,88.2,13918.0
18,28.38,75.39,13679.0
19,28.12,78.4,13447.0
20,28.63,77.09,13221.0
21,28.82,75.04,13001.0
22,28.48,68.3,12784.0
23,28.71,61.8,12568.0
24,28.14,57.11,12354.0
25,28.66,64.34,12149.0
26,28.7,59.7,11948.0
27,28.93,63.51,11757.0
28,29.74,47.48,11561.0
29,28.49,47.26,11368.0
30,28.09,55.5,11186.0
31,29.28,58.68,11014.0
32,29.23,50.07,10843.0
33,29.02,45.48,10674.0
34,29.65,38.57,10503.0
35,28.47,40.88,10336.0
36,28.31,55.08,10187.0
37,29.42,44.09,10038.0
38,29.19,36.64,9886.0
39,28.86,40.88,9741.0
40,29.01,49.24,9609.0
41,29.26,39.67,9475.0
42,29.16,38.69,9345.0
43,29.46,40.44,9220.0
44,29.12,33.78,9092.0
45,29.05,40.81,8975.0
46,29.16,44.24,8866.0
47,29.61,32.99,8751.0
48,29.28,29.01,8632.0
49,30.16,32.1,8518.0
50,29.39,45.31,8420.0
51,29.85,46.68,8330.0
52,29.77,26.81,8224.0
53,30.27,23.76,8115.0
54,30.01,32.27,8015.0
55,30.04,48.6,7934.0
56,29.93,36.84,7848.0
57,30.8,24.03,7751.0
58,30.59,18.58,7645.0
59,29.89,33.69,7558.0
60,29.48,55.38,7495.0
61,30.53,32.67,7418.0
62,30.76,21.55,7328.0
63,30.12,24.3,7241.0
64,30.06,38.19,7170.0
65,30.35,36.28,7101.0
66,30.61,26.0,7024.0
67,30.75,25.62,6945.0
68,30.06,28.06,6870.0
69,29.87,42.41,6814.0
70,30.99,29.64,6748.0
71,30.52,21.2,6673.0
72,30.25,29.25,6606.0
73,30.81,35.49,6550.0
74,31.04,29.3,6490.0
75,31.43,21.65,6421.0
76,30.83,30.12,6363.0
77,30.51,32.7,6308.0
78,30.51,31.92,6256.0
79,30.85,23.77,6195.0
80,31.4,23.96,6134.0
81,30.4,29.86,6082.0
82,30.77,28.35,6030.0
83,30.8,25.07,5974.0
84,30.28,25.71,5921.0
85,30.31,29.31,5872.0
86,30.19,33.08,5829.0
87,30.67,25.42,5779.0
88,30.25,22.71,5726.0
89,31.11,26.24,5678.0
90,30.56,25.39,5630.0
91,29.95,27.22,5584.0
92,30.98,28.51,5543.0
93,30.6,27.21,5500.0
94,31.07,29.72,5459.0
95,31.25,23.12,5413.0
96,30.93,24.66,5369.0
97,30.75,25.43,5328.0
98,30.61,20.76,5282.0
99,30.67,24.83,5240.0
