epoch,training_acc,training_loss,L2
1,37.94,848.29,1693.0
2,40.89,811.18,1717.0
3,42.26,797.15,1733.0
4,44.48,787.35,1747.0
5,44.32,781.05,1759.0
6,44.22,775.18,1770.0
7,45.12,770.62,1780.0
8,46.2,765.48,1790.0
9,46.56,761.96,1799.0
10,46.99,758.09,1808.0
11,46.87,754.48,1816.0
12,46.87,751.46,1825.0
13,46.97,747.39,1833.0
14,48.23,745.75,1841.0
15,48.65,741.3,1850.0
16,48.38,736.81,1859.0
17,49.43,732.67,1867.0
18,49.49,728.41,1876.0
19,49.55,724.85,1884.0
20,49.6,721.28,1893.0
21,50.52,718.69,1901.0
22,50.52,715.05,1909.0
23,50.6,712.65,1918.0
24,50.72,709.54,1926.0
25,51.5,706.05,1933.0
26,51.34,704.68,1941.0
27,50.47,702.29,1949.0
28,51.44,700.33,1957.0
29,51.68,696.0,1964.0
30,50.58,695.93,1971.0
31,51.45,693.3,1978.0
32,51.46,690.97,1985.0
33,51.26,689.33,1992.0
34,51.85,687.86,1999.0
35,51.93,685.64,2006.0
36,52.39,684.34,2012.0
37,51.56,682.53,2019.0
38,52.07,681.7,2026.0
39,51.7,678.82,2033.0
40,51.44,677.39,2040.0
41,52.34,677.37,2046.0
42,52.02,675.46,2053.0
43,51.95,673.78,2059.0
44,52.51,672.5,2066.0
45,51.33,671.65,2072.0
46,51.81,671.25,2079.0
47,51.88,668.83,2085.0
48,52.33,667.39,2091.0
49,51.72,667.0,2097.0
50,52.44,666.66,2104.0
51,51.81,665.74,2110.0
52,51.83,664.22,2116.0
53,51.52,663.32,2122.0
54,51.44,662.02,2128.0
55,52.35,660.55,2134.0
56,51.62,660.84,2140.0
57,52.05,660.27,2145.0
58,51.73,659.88,2152.0
59,51.87,657.76,2157.0
60,52.18,656.82,2163.0
61,52.04,657.66,2168.0
62,51.67,655.68,2174.0
63,52.21,655.09,2179.0
64,52.08,654.22,2185.0
65,50.75,652.92,2191.0
66,52.06,653.82,2197.0
67,51.84,653.25,2203.0
68,51.46,652.41,2208.0
69,51.81,650.56,2214.0
70,51.81,650.92,2219.0
71,51.84,648.13,2224.0
72,51.55,649.51,2230.0
73,51.96,647.13,2235.0
74,51.51,648.14,2240.0
75,50.93,648.53,2246.0
76,52.15,645.74,2251.0
77,50.85,646.07,2256.0
78,51.63,645.65,2261.0
79,51.86,645.98,2267.0
80,51.93,645.27,2272.0
81,51.66,644.54,2277.0
82,51.93,643.5,2282.0
83,51.71,643.54,2287.0
84,51.89,642.73,2293.0
85,51.84,643.05,2297.0
86,51.31,642.86,2302.0
87,50.94,641.52,2308.0
88,51.38,641.38,2313.0
89,50.98,640.83,2317.0
90,51.8,641.55,2323.0
91,51.44,640.47,2327.0
92,52.04,639.13,2332.0
93,51.37,639.83,2337.0
94,51.95,638.77,2342.0
95,52.03,638.73,2347.0
96,51.83,639.2,2352.0
97,52.05,638.22,2357.0
98,51.7,636.89,2362.0
99,51.71,636.31,2366.0
